'Приложение № 1'|||||||||||||||||||||||||||||||||||||
|||||||||||||||||||||||||||||||||||||
'Общие характеристики многоквартирных домов (МКД), '|||||||||||||||||||||||||||||||||||||
'"находящихся в управлении ООО ""ЖКС №№ 1-4"", ОАО ""РСУ Приморского района"""'|||||||||||||||||||||||||||||||||||||
|||||||||||||||||||||||||||||||||||||
'"Графы ""1""-""10"" заполнять по всем многоквартирным домам района"'|||||||||||||||||||||||||||||||||||||
'№ п/п'|'Адрес МКД'|||||||||' Технические характеристики МКД'||||||||||||||||||||||'Количество общедомовых приборов учета энергоресурсов на вводах, шт.'|||||'Примечание'
|'Район'|'муниципальное образование'|'Улица'|'Номер'|'Номер корпуса'|'Номер строения'|'Код дома БТИ'|'Форма управления МКД'|'Категория дома: ведомственный / общежитие / гостиничного типа'|'Тип дома'|'Серия дома'|'Год постройки'|'Тип стен'|'"Количество этажей (при разной этажности указать через ""/"", начиная с 1-го подъезда)"'|'"Кол-во подземных этажей (при разной этажности указать через ""/"", начиная с 1-го подъезда)"'|'Количество подъездов'|'Количество квартир'|'Общая площадь дома'|'Общая отапливаемая площадь дома'|'Площадь жилых помещений'|'Площадь  нежилых помещений (за искл. мест общего пользования)'|'Электоэнергия (да/нет)'|'"ХВС'||||||||||||||
'(да/нет)"'|'"ГВС'||||||||||||||||||||||||||||||||||||
'(да/нет)"'|'Водоотведение (да/нет)'|'Отопление (да/нет)'|'Газоснабжение (да/нет)'|'Оснащение газ. колонками (да/нет)'|'"Оснащение газ.плитами'||||||||||||||||||||||||||||||||
'(да/нет)"'|'"Оснащение электроплитами'||||||||||||||||||||||||||||||||||||
'(да/нет)"'|'Кол-во лифтов дома, шт.'|'Электроэнергия'|'ХВС'|'ГВС'|'Тепловая энергия'|'Газ'|||||||||||||||||||||||||||||||
1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38
497|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Королева'|'15/30'|||34355|'ООО ЖКС №3'||'Панельные дома'|'1-ЛГ-600'|1977|'панельные'|9|0|8|287|15226,2|15226,2|14752,7|473,5|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|8|2|2|2|2|0|
498|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Королева'|19|||34356|'ООО ЖКС №3'||'Панельные дома'|'1-ЛГ-600'|1977|'панельные'|9|0|18|648|32907,5|32907,5|32599,2|308,3|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|18|6|4|5|5|0|
499|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Котельникова'|1|||34357|'ООО ЖКС №3'||'Индивидуальный'|'индивидуальный'|1986|'кирпичные'|16|0|1|98|5135,9|5135,9|4987,4|148,5|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|2|2|3|1|1|0|
500|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Котельникова'|2|||34358|'ООО ЖКС №3'||'Индивидуальный'|'индивидуальный'|1991|'кирпичные'|16|0|1|98|5204,2|5204,2|5000,2|204|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|2|2|3|1|1|0|
501|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Котельникова'|4|||34359|'ООО ЖКС №3'||'Панельные дома'|'1-ЛГ-600'|1977|'панельные'|9|0|15|538|28308,2|28308,2|27204,3|1103,9|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|15|4|4|4|4|0|
502|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Котельникова'|6|1||34360|'ООО ЖКС №3'||'Панельные дома'|'1-ЛГ-600'|1977|'панельные'|9|0|11|394|20011,1|20011,1|19959,2|51,9|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|11|4|3|3|3|0|
503|'Приморский'|'"МО №70 ""Коломяги"""'|'Никитинская 2-я'|8|||34361|'ООО ЖКС №3'||'другое'|'другое'|1958|'кирпичные'|2|0|1|8|444,3|444,3|444,3|0|'да'|'да'|'нет'|'да'|'нет'|'да'|'нет'|'да'|'нет'|0|1|1|0|0|0|
504|'Приморский'|'"МО №70 ""Коломяги"""'|'Никитинская 2-я'|10|||34362|'ООО ЖКС №3'||'другое'|'другое'|1958|'кирпичные'|2|0|1|8|440,3|440,3|440,3|0|'да'|'да'|'нет'|'да'|'нет'|'да'|'нет'|'да'|'нет'|0|1|1|0|0|0|
505|'Приморский'|'"МО №70 ""Коломяги"""'|'Новоалександровская'|60|||34363|'ООО ЖКС №3'||'другое'|'другое'|1956|'другое'|2|0|2|4|1328|1328|1328|0|'да'|'нет'|'нет'|'нет'|'да'|'да'|'нет'|'да'|'нет'|0|0|0|0|0|0|'прибор учета ЭЭ общий на 3 дома (60, 62, 64) - 1шт.'
506|'Приморский'|'"МО №70 ""Коломяги"""'|'Новоалександровская'|62|||34364|'ООО ЖКС №3'||'другое'|'другое'|1955|'другое'|2|0|2|4|1243,4|1243,4|1243,4|0|'да'|'нет'|'нет'|'нет'|'да'|'да'|'нет'|'да'|'нет'|0|0|0|0|0|0|'прибор учета ЭЭ общий на 3 дома (60, 62, 64) - 1шт.'
507|'Приморский'|'"МО №70 ""Коломяги"""'|'Новоалександровская'|64|||34365|'ООО ЖКС №3'||'другое'|'другое'|1955|'другое'|2|0|2|5|1228,2|1228,2|1134,9|93,3|'да'|'нет'|'нет'|'нет'|'да'|'да'|'нет'|'да'|'нет'|0|0|0|0|0|0|'прибор учета ЭЭ общий на 3 дома (60, 62, 64) - 1шт.'
508|'Приморский'|'"МО №70 ""Коломяги"""'|'Новоколомяжский'|12|2||34366|'ООО ЖКС №3'||'Панельные дома'|137|1995|'панельные'|17|0|2|167|9164,5|9164,5|9042,8|121,7|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|4|2|5|2|2|0|
509|'Приморский'|'"МО №70 ""Коломяги"""'|'Новоколомяжский'|12|3||34367|'ООО ЖКС №3'||'Панельные дома'|137|1996|'панельные'|17|0|2|168|8717|8717|8572,8|144,2|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|4|2|5|0|2|0|
510|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Парашютная'|4|1||34368|'ООО ЖКС №3'||'Панельные дома'|'1-ЛГ-600Абс'|1977|'панельные'|9|0|11|394|19893,3|19893,3|19752,1|141,2|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|11|4|2|3|3|0|
511|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Поликарпова'|1|||34369|'ООО ЖКС №3'||'Индивидуальный'|'индивидуальный'|1978|'кирпичные'|'2/13/14/15'|0|1|41|8111,9|8111,9|5804,1|2307,8|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|3|2|3|1|1|0|
512|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Поликарпова'|3|1||34370|'ООО ЖКС №3'||'Панельные дома'|'1-ЛГ-600'|1976|'панельные'|'9/12/9'|0|17|670|33596|33596|33532|64|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|22|6|6|5|5|0|
513|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Поликарпова'|4|1||34371|'ООО ЖКС №3'||'Индивидуальный'|'индивидуальный'|1976|'кирпичные'|'2/13/14/15'|0|1|28|6515,5|6515,5|6280,2|235,3|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|3|2|3|1|1|0|
514|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Поликарпова'|8|1||34372|'ООО ЖКС №3'||'Панельные дома'|'1-ЛГ-600'|1974|'панельные'|9|0|18|642|32081,5|32081,5|31764,7|316,8|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|18|4|4|5|5|0|
515|'Приморский'|'"МО №70 ""Коломяги"""'|'Репищева'|9|||34373|'ООО ЖКС №3'||'Панельные дома'|'другое'|1997|'панельные'|'4/6/4'|0|10|182|10619,7|10619,7|10430,1|189,6|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|3|2|2|0|4|0|
516|'Приморский'|'"МО №70 ""Коломяги"""'|'Репищева'|'11/9'|||34374|'ООО ЖКС №3'||'Панельные дома'|'другое'|1996|'железобетонные'|'4/6/9/10/9'|0|12|352|20794,7|20794,7|20373,4|421,3|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|10|4|4|0|5|0|
517|'Приморский'|'"МО №70 ""Коломяги"""'|'Репищева'|15|3||34375|'ООО ЖКС №3'||'Панельные дома'|137|1994|'панельные'|16|0|2|158|9848,1|9848,1|9715,3|132,8|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|4|2|4|2|2|0|
518|'Приморский'|'"МО №70 ""Коломяги"""'|'Репищева'|17|1||34376|'ООО ЖКС №3'||'Панельные дома'|137|1994|'панельные'|12|0|2|118|7387,1|7387,1|7291,1|96|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|4|2|5|0|2|0|
519|'Приморский'|'"МО №70 ""Коломяги"""'|'Репищева'|19|3||34377|'ООО ЖКС №3'||'Панельные дома'|137|1994|'железобетонные'|16|0|2|158|9867,7|9867,7|9712,9|154,8|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|4|2|4|2|2|0|
520|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Серебристый'|5|1||34378|'ООО ЖКС №3'||'Панельные дома'|'1-ЛГ-600А-8'|1974|'панельные'|9|0|8|287|14716,5|14716,5|14562,5|154|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|8|2|2|2|2|0|
521|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Серебристый'|6|1||34379|'ООО ЖКС №3'||'Панельные дома'|'1-ЛГ-600А-8'|1974|'панельные'|9|0|8|286|14741,2|14741,2|14650,5|90,7|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|8|2|2|2|2|0|
522|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Серебристый'|9|1||34380|'ООО ЖКС №3'||'Панельные дома'|'1-ЛГ-606-7а'|1973|'панельные'|9|0|7|372|17286,7|17286,7|16833,1|453,6|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|7|2|2|2|2|0|
523|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Серебристый'|11|1||34381|'ООО ЖКС №3'||'Панельные дома'|'1-ЛГ-600А'|1978|'панельные'|15|0|1|89|3547,6|3547,6|3481,8|65,8|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|2|2|2|1|1|0|
524|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Серебристый'|12|1||34382|'ООО ЖКС №3'||'Панельные дома'|'1-ЛГ-602В-9'|1974|'другое'|9|0|9|324|17967,3|17967,3|17698,5|268,8|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|9|2|2|2|2|0|
525|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Серебристый'|13|1||34383|'ООО ЖКС №3'||'Индивидуальный'|'1-447с54'|1974|'кирпичные'|9|0|2|32|6736|6736|6010,8|725,2|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|2|2|2|1|1|0|
526|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Серебристый'|15|||34384|'ООО ЖКС №3'||'Панельные дома'|'1-ЛГ-602В'|1975|'панельные'|9|0|16|637|34216,8|34216,8|34150,1|66,7|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|16|4|3|4|4|0|
527|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Серебристый'|16|4||34385|'ООО ЖКС №3'||'Панельные дома'|'1-ЛГ-600А'|1978|'панельные'|15|0|1|89|3531,5|3531,5|3468,8|62,7|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|2|2|3|1|1|0|
528|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Серебристый'|22|1||34386|'ООО ЖКС №3'||'Панельные дома'|'1-ЛГ-600А'|1974|'панельные'|9|0|10|357|18365,8|18365,8|18259|106,8|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|10|2|2|0|0|0|
529|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Серебристый'|22|3||34387|'ООО ЖКС №3'||'Панельные дома'|'1-ЛГ-600А'|1976|'панельные'|9|0|15|537|27619,9|27619,9|27315,4|304,5|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|15|4|2|4|4|0|
530|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Серебристый'|24|2||34388|'ООО ЖКС №3'||'Панельные дома'|'1-ЛГ-600'|1975|'панельные'|9|0|23|826|40782,2|40782,2|40746,7|35,5|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|23|4|4|6|6|0|
531|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Серебристый'|26|||34389|'ООО ЖКС №3'||'Панельные дома'|'1-ЛГ-600'|1976|'панельные'|9|0|8|285|14851,8|14851,8|14729,3|122,5|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|8|4|3|4|4|0|
532|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Серебристый'|28|1||34390|'ООО ЖКС №3'||'Панельные дома'|'1-ЛГ-600'|1976|'панельные'|9|0|10|357|18378,3|18378,3|18268,4|109,9|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|10|2|2|2|2|0|
533|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Серебристый'|34|1||34391|'ООО ЖКС №3'||'Панельные дома'|'1-ЛГ-600'|1978|'панельные'|9|0|29|1034|53423,7|53423,7|52981,2|442,5|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|29|10|5|9|9|0|
534|'Приморский'|'"МО №70 ""Коломяги"""'|'Фермское шоссе'|36|5||34392|'ООО ЖКС №3'||'Хрущевка'|'1-528КП-40'|1970|'кирпичные'|5|0|5|100|4211,5|4211,5|4169,8|41,7|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0|'УУТЭ общий от больницы Скворцова-Степанова'
535|'Приморский'|'"МО №70 ""Коломяги"""'|'Фермское шоссе'|36|6||34393|'ООО ЖКС №3'||'Хрущевка'|'1-528КП-40'|1969|'кирпичные'|5|0|5|100|4147,5|4147,5|4127|20,5|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0|'УУТЭ общий от больницы Скворцова-Степанова'
536|'Приморский'|'"МО №70 ""Коломяги"""'|'Фермское шоссе'|36|27||34394|'ООО ЖКС №3'||'Хрущевка'|'1-528КП-40'|1965|'кирпичные'|5|0|5|100|4192,1|4192,1|4171,6|20,5|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0|'УУТЭ общий от больницы Скворцова-Степанова'
537|'Приморский'|'"МО №70 ""Коломяги"""'|'Чистяковская'|1|||34395|'ООО ЖКС №3'||'другое'|'другое'|1917|'другое'|2|0|1|3|182,5|182,5|182,5|0|'да'|'нет'|'нет'|'нет'|'нет'|'да'|'нет'|'да'|'нет'|0|0|0|0|0|0|
538|'Приморский'|'"МО №70 ""Коломяги"""'|'Щербакова'|5|||34396|'ООО ЖКС №3'||'Панельные дома'|'другое'|1995|'панельные'|10|0|2|78|4629,5|4629,5|4486|143,5|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|2|2|2|0|0|0|
539|'Приморский'|'"МО №70 ""Коломяги"""'|'Щербакова'|6|||34397|'ООО ЖКС №3'||'Панельные дома'|'137,11,2'|1996|'панельные'|'12/16'|0|4|276|17312,2|17312,2|17095|217,2|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|8|2|4|4|4|0|
540|'Приморский'|'"МО №70 ""Коломяги"""'|'Щербакова'|9|||34398|'ООО ЖКС №3'||'Панельные дома'|137|1995|'панельные'|12|0|4|234|13085,3|13085,3|12779,8|305,5|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|8|4|10|4|4|0|
541|'Приморский'|'"МО ""Озеро Долгое"""'|'пр.Авиаконструкторов'|1||'А'|3441|'ООО ЖКС №4'||'панельный'|137|1988|'ж/б панели'|16|0|6|462|41286,9|41286,9|17001,2|819,1|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|12|4|4|0|6|0|
542|'Приморский'|'"МО ""Озеро Долгое"""'|'пр.Авиаконструкторов'|3|1|'А'|3442|'ООО ЖКС №4'||'панельный'|504|1987|'ж/б панели'|10|0|6|250|18519,8|18519,8|8392,3|269,8|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|0|3|1|2|0|
543|'Приморский'|'"МО ""Озеро Долгое"""'|'пр.Авиаконструкторов'|3|2|'А'|3443|'ООО ЖКС №4'||'панельный'|504|1987|'ж/б панели'|10|0|12|534|25582,9|25582,9|16381,2|268,8|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|12|4|5|12|4|0|
544|'Приморский'|'"МО ""Озеро Долгое"""'|'пр.Авиаконструкторов'|4|1|'А'|3444|'ООО ЖКС №4'||'кирпичный'|85|1989|'кирпич'|10|0|13|591|47219,7|47219,7|19029,2|817,6|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|13|4|4|13|13|0|
545|'Приморский'|'"МО ""Озеро Долгое"""'|'пр.Авиаконструкторов'|6||'А'|3445|'ООО ЖКС №4'||'кирпичный'|85|1992|'кирпич'|12|0|2|160|13616,2|13616,2|4172|1428,6|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|4|2|5|1|1|0|
546|'Приморский'|'"МО ""Озеро Долгое"""'|'пр.Авиаконструкторов'|10||'А'|3446|'ООО ЖКС №4'||'кирпичный'|'инд.'|1992|'кирпич'|12|0|1|100|9605|9605|2585|1537,6|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|2|2|5|1|1|0|
547|'Приморский'|'"МО ""Озеро Долгое"""'|'пр.Авиаконструкторов'|13||'А'|3447|'ООО ЖКС №4'||'панельный'|504|1987|'ж/б панели'|9|0|17|615|49490,8|49490,8|22221,1|469,5|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|17|8|7|0|6|0|
548|'Приморский'|'"МО ""Озеро Долгое"""'|'пр.Авиаконструкторов'|15|1|'А'|3448|'ООО ЖКС №4'||'панельный'|504|1987|'ж/б панели'|10|0|9|369|27098,7|27098,7|12440,7|130,9|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|9|0|3|9|3|0|
549|'Приморский'|'"МО ""Юнтолово"""'|'пр.Авиаконструкторов'|16|1|'А'|3449|'ООО ЖКС №4'||'панельный'|504|2009|'ж/б панели'|16|0|2|210|18024,5|18024,5|6307,1|1156,4|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|4|4|5|2||0|
550|'Приморский'|'"МО ""Юнтолово"""'|'пр.Авиаконструкторов'|20|3|'А'|34410|'ООО ЖКС №4'||'панельный'|504|1990|'ж/б панели'|10|0|6|226|17934,2|17934,2|6457,7|308|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|4|6|6|2|0|
551|'Приморский'|'"МО ""Озеро Долгое"""'|'ул.Гаккелевская'|25|1|'А'|34411|'ООО ЖКС №4'||'панельный'|137|1993|'ж/б панели'|12|0|3|177|15814,9|15814,9|6318,3|146|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|2|5|3|3|0|
552|'Приморский'|'"МО ""Озеро Долгое"""'|'ул.Гаккелевская'|25|2|'А'|34412|'ООО ЖКС №4'||'панельный'|137|1993|'ж/б панели'|12|0|2|118|10578,3|10578,3|4275,6|139,9|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|4|2|5|2|2|0|
553|'Приморский'|'"МО ""Озеро Долгое"""'|'ул.Долгоозерная'|7||'А'|34413|'ООО ЖКС №4'||'панельный'|606|1987|'ж/б панели'|10|0|7|272|22442,4|22442,4|9572,3|188,7|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|7|0|2|7|2|0|
554|'Приморский'|'"МО ""Озеро Долгое"""'|'ул.Долгоозерная'|9||'А'|34414|'ООО ЖКС №4'||'панельный'|504|1987|'ж/б панели'|10|0|3|119|9333,3|9333,3|4396,7|82,1|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|3|2|1|1|1|0|
555|'Приморский'|'"МО ""Озеро Долгое"""'|'ул.Долгоозерная'|11||'А'|34415|'ООО ЖКС №4'||'панельный'|606|1987|'ж/б панели'|10|0|7|272|22549,8|22549,8|9580,1|214,8|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|7|2|3|2|2|0|
556|'Приморский'|'"МО ""Озеро Долгое"""'|'ул.Долгоозерная'|13||'А'|34416|'ООО ЖКС №4'||'панельный'|137|1988|'ж/б панели'|12|0|2|118|11091,4|11091,4|4285,8|187,4|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|4|2|4|1|1|0|
557|'Приморский'|'"МО ""Озеро Долгое"""'|'ул.Ильюшина'|1|2|'А'|34417|'ООО ЖКС №4'||'панельный'|137|1988|'ж/б панели'|12|0|2|118|10681,4|10681,4|4107,2|454,7|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'да'|'нет'|4|2|4|2|1|0|
558|'Приморский'|'"МО ""Озеро Долгое"""'|'ул.Ильюшина'|11||'А'|34418|'ООО ЖКС №4'||'кирпичный'|85|1989|'кирпич'|10|0|10|398|33732,2|33732,2|13889,4|449,3|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|10|4|3|0|0|0|
559|'Приморский'|'"МО ""Озеро Долгое"""'|'ул.Ильюшина'|15|1|'А'|34419|'ООО ЖКС №4'||'кирпичный'|85|1991|'кирпич'|10|0|10|398|32913,1|32913,1|13636,9|404,5|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'да'|10|4|4|10|10|0|
560|'Приморский'|'"МО ""Озеро Долгое"""'|'пр.Испытателей'|28|3|'А'|34420|'ООО ЖКС №4'||'панельный'|137|1994|'ж/б панели'|12|0|3|177|16771,2|16771,2|6428,6|348,6|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|2|0|3|3|0|
561|'Приморский'|'"МО ""Озеро Долгое"""'|'ул.Камышовая'|7||'А'|34421|'ООО ЖКС №4'||'панельный'|137|1992|'ж/б панели'|12|0|2|214|15961,4|15961,4|6047,9|209,6|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|4|2|4|2|2|0|
562|'Приморский'|'"МО ""Озеро Долгое"""'|'ул.Камышовая'|9||'А'|34422|'ООО ЖКС №4'||'панельный'|137|1992|'ж/б панели'|12|0|2|177|15710,6|15710,6|6383,9|138,3|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|2|4|3|2|0|
563|'Приморский'|'"МО ""Озеро Долгое"""'|'Комендантский пр.'|8|3|'А'|34423|'ООО ЖКС №4'||'панельный'|137|1993|'ж/б панели'|12|0|3|177|16370,2|16370,2|6370,7|182,6|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|2|5|3|3|0|
564|'Приморский'|'"МО ""Озеро Долгое"""'|'Комендантский пр.'|16|2|'А'|34424|'ООО ЖКС №4'||'панельный'|504|1987|'ж/б панели'|10|0|6|249|18201|18201|8312,3|128,6|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|2|3|0|2|0|
565|'Приморский'|'"МО ""Озеро Долгое"""'|'Комендантский пр.'|17|2|'А'|34425|'ООО ЖКС №4'||'панельный'|137|1988|'ж/б панели'|12|0|8|472|45298,4|45298,4|17139,2|315,3|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|16|4|7|0|5|0|
566|'Приморский'|'"МО ""Озеро Долгое"""'|'Комендантский пр.'|18||'А'|34426|'ООО ЖКС №4'||'панельный'|606|1987|'ж/б панели'|9|0|7|235|20676,9|20676,9|8673,5|188,6|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|7|2|2|2|2|0|
567|'Приморский'|'"МО ""Озеро Долгое"""'|'Комендантский пр.'|24|3|'А'|34427|'ООО ЖКС №4'||'панельный'|137|1988|'ж/б панели'|16|0|3|237|20989,1|20989,1|8700,2|166,7|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|2|3|3|3|0|
568|'Приморский'|'"МО ""Озеро Долгое"""'|'Комендантский пр.'|28|1|'А'|34428|'ООО ЖКС №4'||'кирпичный'|'инд.'|1993|'кирпич'|17|0|2|254|22961,9|22961,9|13503,5|941,6|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|4|2|5|1|2|0|
569|'Приморский'|'"МО ""Озеро Долгое"""'|'Комендантский пр.'|28|2|'А'|34429|'ООО ЖКС №4'||'панельный'|504|1986|'ж/б панели'|9|0|9|322|26193,9|26193,9|11840|794,9|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|9|2|3|0|4|0|
570|'Приморский'|'"МО ""Юнтолово"""'|'Комендантский пр.'|29|1|'А'|34430|'ООО ЖКС №4'||'панельный'|137|1989|'ж/б панели'|17|0|2|370|22182,8|22182,8|8424,4|107,4|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|4|2|3|1|2|0|
571|'Приморский'|'"МО ""Озеро Долгое"""'|'Комендантский пр.'|30|2|'А'|34431|'ООО ЖКС №4'||'панельный'|606|1987|'ж/б панели'|10|0|7|272|22430,1|22430,1|9611,8|183,6|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|7|2|4|2|2|0|
572|'Приморский'|'"МО ""Юнтолово"""'|'Комендантский пр.'|40|1|'А'|34432|'ООО ЖКС №4'||'панельный'|137|1989|'ж/б панели'|16|0|7|553|46592,8|46592,8|19824,6|356|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|14|4|13|0|7|0|
573|'Приморский'|'"МО ""Озеро Долгое"""'|'пр.Королева'|22|1|'А'|34433|'ООО ЖКС №4'||'панельный'|504|1986|'ж/б панели'|9|0|6|215|18345|18345|8232,4|336,5|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|2|2|3|3|0|
574|'Приморский'|'"МО ""Озеро Долгое"""'|'пр.Королева'|27|1|'А'|34434|'ООО ЖКС №4'||'панельный'|137|1987|'ж/б панели'|16|0|9|526|49886,3|49886,3|18483|3328,6|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|18|4|4|1|6|0|
575|'Приморский'|'"МО ""Озеро Долгое"""'|'пр.Королева'|30|1|'А'|34435|'ООО ЖКС №4'||'панельный'|137|1988|'ж/б панели'|12|0|5|438|35323,2|35323,2|13776,1|328,1|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|10|4|3|4|3|0|
